Date,Competition,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year
2015-08-06,Bundesliga,Bayern Munich,Barcelona,4,5,69,46,10,12,4,8,8,5,Draw,2022
2019-10-02,Serie A,Barcelona,Barcelona,3,3,41,43,17,18,6,8,5,13,Draw,2021
2021-08-26,Serie A,Chelsea,Arsenal,4,5,46,58,11,8,3,5,6,5,Draw,2017
2015-08-31,Premier League,PSG,Bayern Munich,1,0,59,35,8,11,2,6,8,7,Away Team,2017
2023-07-13,UEFA Champions League,Juventus,AC Milan,5,2,52,40,15,16,5,2,11,11,Home Team,2015
2018-09-19,Premier League,Barcelona,Man City,4,4,67,36,18,14,2,4,14,5,Away Team,2023
2019-02-14,UEFA Champions League,Bayern Munich,Arsenal,1,1,67,46,8,16,2,4,5,9,Away Team,2017
2025-12-13,Serie A,Arsenal,Juventus,2,4,61,39,6,25,9,3,13,6,Home Team,2021
2017-12-14,Premier League,Chelsea,Liverpool,0,0,55,30,21,16,5,9,11,8,Home Team,2025
2025-03-11,UEFA Champions League,Arsenal,Borussia Dortmund,0,3,63,51,19,16,8,6,12,14,Away Team,2023
2020-11-18,Bundesliga,Liverpool,Paris Saint-Germain,0,3,48,58,23,22,7,5,6,15,Draw,2019
2025-07-05,Bundesliga,Arsenal,AC Milan,4,3,67,43,13,6,10,9,6,13,Home Team,2025
2016-03-21,La Liga,PSG,AC Milan,1,1,61,55,16,8,8,3,10,7,Away Team,2017
2020-11-15,Bundesliga,Juventus,AC Milan,4,3,40,55,22,14,7,9,14,12,Draw,2023
2018-03-04,Premier League,Barcelona,Borussia Dortmund,5,5,41,37,12,22,5,2,8,9,Away Team,2018
2015-12-10,Premier League,Arsenal,Barcelona,5,4,64,51,17,17,7,8,7,8,Draw,2024
2017-11-19,UEFA Champions League,Manchester City,Bayern Munich,3,1,47,58,7,10,4,8,5,14,Draw,2018
2021-11-13,Serie A,Arsenal,Borussia Dortmund,1,0,48,52,14,9,5,6,9,15,Draw,2017
2018-06-23,Bundesliga,Bayern Munich,Liverpool,3,1,45,45,24,24,2,6,9,15,Home Team,2023
2021-07-12,Serie A,Bayern Munich,AC Milan,4,5,44,36,5,25,8,4,13,15,Draw,2024
2015-04-07,Serie A,Barcelona,Bayern Munich,5,5,48,36,24,12,10,8,8,15,Home Team,2023
2017-05-30,La Liga,Real Madrid,Barcelona,2,5,54,41,12,15,9,7,14,9,Home Team,2020
2015-06-08,La Liga,Manchester City,Arsenal,2,1,45,56,17,11,6,4,6,12,Home Team,2024
2016-07-25,Bundesliga,Juventus,Paris Saint-Germain,4,2,57,51,12,19,4,6,15,6,Away Team,2020
2017-09-02,Bundesliga,Manchester City,Borussia Dortmund,3,0,59,38,11,9,10,9,11,11,Home Team,2017
2019-09-23,UEFA Champions League,PSG,Arsenal,2,2,50,57,9,19,8,7,7,11,Draw,2025
2017-09-03,Premier League,Real Madrid,Juventus,3,4,63,47,18,6,8,8,14,6,Away Team,2018
2021-08-09,UEFA Champions League,Arsenal,Bayern Munich,4,0,67,47,10,25,2,8,10,15,Draw,2022
2024-01-14,Bundesliga,PSG,Man City,4,5,60,38,18,18,4,3,10,10,Draw,2023
2021-10-24,Serie A,Juventus,Paris Saint-Germain,3,0,54,31,23,6,9,4,6,13,Home Team,2018
2020-03-04,Serie A,Juventus,Paris Saint-Germain,3,3,63,52,22,20,6,10,9,9,Away Team,2023
2015-06-19,Serie A,Barcelona,Arsenal,3,3,70,47,5,21,8,9,6,11,Away Team,2025
2020-10-29,Serie A,Barcelona,Man City,5,5,45,54,9,20,9,9,10,14,Draw,2019
2018-05-21,Premier League,PSG,Arsenal,0,2,40,30,15,12,3,4,8,8,Home Team,2024
2018-10-23,La Liga,Chelsea,AC Milan,5,3,51,37,19,13,10,4,11,13,Draw,2025
2022-01-14,La Liga,Chelsea,Paris Saint-Germain,0,4,65,44,15,24,8,4,15,12,Home Team,2016
2023-09-19,La Liga,Manchester City,Paris Saint-Germain,2,3,50,31,24,17,2,9,12,9,Away Team,2020
2020-05-03,La Liga,Chelsea,Liverpool,5,1,44,35,13,22,6,9,7,9,Home Team,2020
2019-11-14,UEFA Champions League,Real Madrid,AC Milan,3,3,54,49,6,5,8,10,13,12,Draw,2021
2025-11-01,Premier League,Juventus,Juventus,5,2,59,39,14,6,7,8,5,13,Draw,2021
2018-05-20,Bundesliga,Real Madrid,Arsenal,5,3,56,43,21,8,7,6,11,13,Away Team,2016
2017-06-26,Serie A,PSG,Borussia Dortmund,3,2,53,39,6,8,6,9,10,14,Away Team,2016
2015-10-23,Premier League,Juventus,Man City,2,0,67,36,18,22,9,6,11,12,Home Team,2016
2024-01-19,Bundesliga,AC Milan,Paris Saint-Germain,1,1,42,33,25,5,5,7,14,7,Home Team,2020
2025-04-16,Premier League,AC Milan,Chelsea,5,1,44,56,9,19,7,6,5,7,Draw,2018
2020-09-09,Premier League,Arsenal,Man City,2,4,44,53,22,22,10,9,8,13,Draw,2015
2021-12-07,UEFA Champions League,PSG,Arsenal,4,1,48,32,9,13,8,8,6,10,Home Team,2025
2019-05-13,UEFA Champions League,AC Milan,Arsenal,1,3,61,36,15,11,9,3,14,12,Away Team,2016
2016-12-19,UEFA Champions League,Barcelona,Juventus,0,1,50,45,6,5,10,9,6,14,Draw,2022
2020-07-02,La Liga,Manchester City,Man City,1,5,57,38,5,23,7,8,14,8,Draw,2019
2024-02-05,Bundesliga,Arsenal,Barcelona,2,5,59,57,8,10,6,6,8,13,Away Team,2025
2024-06-30,Premier League,Liverpool,Barcelona,2,1,66,42,13,11,7,10,11,8,Draw,2022
2015-10-29,Bundesliga,Manchester City,Man City,5,0,65,59,25,19,3,3,5,14,Home Team,2020
2015-03-30,La Liga,Manchester City,Bayern Munich,5,0,66,40,16,25,10,4,15,11,Away Team,2016
2020-08-20,Bundesliga,Liverpool,AC Milan,2,1,63,58,24,20,5,5,11,5,Draw,2016
2016-09-04,UEFA Champions League,Real Madrid,Paris Saint-Germain,1,4,54,32,14,5,8,3,14,9,Home Team,2022
2025-02-19,Serie A,Arsenal,Arsenal,2,1,51,52,12,21,3,8,12,7,Draw,2020
2023-12-19,Serie A,Bayern Munich,Arsenal,1,5,51,35,14,22,3,9,12,12,Draw,2017
2020-07-04,Serie A,Barcelona,Bayern Munich,5,4,43,34,7,12,8,10,5,12,Home Team,2017
2019-11-06,Serie A,Chelsea,Chelsea,2,0,47,30,11,12,10,3,15,10,Draw,2019
2022-11-30,Premier League,AC Milan,Arsenal,2,4,60,52,12,22,3,9,13,6,Draw,2019
2024-02-22,UEFA Champions League,PSG,Man City,1,5,67,55,8,12,10,4,13,9,Home Team,2020
2023-08-04,Premier League,Chelsea,Man City,5,4,65,38,9,16,7,7,7,12,Draw,2018
2025-10-28,La Liga,Bayern Munich,Arsenal,0,0,45,46,11,25,6,4,12,9,Away Team,2017
2024-01-22,Bundesliga,PSG,Man City,1,2,47,32,10,13,8,2,10,14,Draw,2017
2019-12-11,La Liga,AC Milan,AC Milan,5,4,50,42,11,25,8,3,9,15,Home Team,2016
2020-06-10,Bundesliga,PSG,AC Milan,1,5,55,49,19,11,7,2,9,9,Draw,2018
2021-01-22,Premier League,Manchester City,Barcelona,0,1,41,59,10,20,4,10,13,8,Away Team,2021
2023-05-10,UEFA Champions League,PSG,Barcelona,5,4,67,36,9,15,3,8,10,5,Away Team,2017
2025-06-10,Bundesliga,AC Milan,Paris Saint-Germain,3,1,41,56,21,18,2,3,8,13,Draw,2024
2015-03-31,Serie A,Barcelona,AC Milan,3,0,56,46,16,8,2,2,13,13,Home Team,2018
2017-08-07,La Liga,Bayern Munich,Juventus,4,1,61,59,7,20,7,3,12,11,Away Team,2016
2022-10-04,UEFA Champions League,Bayern Munich,AC Milan,0,5,57,59,7,12,6,6,9,10,Draw,2025
2020-09-19,Serie A,Real Madrid,Paris Saint-Germain,3,0,41,60,22,21,9,2,5,9,Away Team,2015
2022-07-05,Serie A,AC Milan,Liverpool,5,0,47,30,16,11,10,5,8,6,Away Team,2015
2022-12-05,Bundesliga,Real Madrid,Chelsea,1,5,67,51,23,19,9,9,6,5,Home Team,2021
2025-06-29,La Liga,PSG,Bayern Munich,2,4,40,58,19,17,3,4,10,10,Draw,2021
2020-01-10,Bundesliga,Bayern Munich,Borussia Dortmund,2,1,49,55,20,8,2,3,11,15,Away Team,2017
2023-01-20,Bundesliga,Chelsea,Chelsea,0,0,63,58,19,19,2,6,11,11,Draw,2025
2023-02-26,UEFA Champions League,Chelsea,AC Milan,1,1,60,39,25,21,10,8,7,8,Draw,2023
2024-02-02,UEFA Champions League,Liverpool,Paris Saint-Germain,0,2,45,34,25,10,3,8,5,14,Draw,2016
2019-08-03,Bundesliga,PSG,Man City,0,4,69,59,21,24,3,6,8,12,Home Team,2023
2024-03-27,Bundesliga,Real Madrid,Arsenal,2,3,58,50,5,11,3,9,10,13,Draw,2018
2023-03-18,UEFA Champions League,Arsenal,AC Milan,2,2,45,60,17,7,3,8,8,14,Draw,2017
2020-04-03,Bundesliga,Barcelona,Chelsea,2,4,62,32,23,13,5,6,5,13,Home Team,2016
2019-02-01,Bundesliga,AC Milan,Borussia Dortmund,3,4,47,53,10,11,9,8,8,7,Home Team,2020
2020-08-05,Serie A,Bayern Munich,Bayern Munich,4,4,44,53,18,16,8,3,10,9,Away Team,2019
2015-03-23,UEFA Champions League,Juventus,Liverpool,0,5,70,45,7,16,2,10,12,9,Away Team,2020
2020-03-10,Bundesliga,AC Milan,Chelsea,5,3,46,56,14,5,6,9,10,11,Draw,2024
2024-12-21,La Liga,Barcelona,Borussia Dortmund,5,1,49,53,23,11,9,8,10,12,Away Team,2021
2015-03-13,Serie A,Real Madrid,Chelsea,1,5,42,60,11,22,10,5,14,11,Home Team,2017
2020-07-15,Premier League,Liverpool,Liverpool,1,3,60,59,20,24,9,3,15,5,Draw,2016
2020-08-17,Bundesliga,AC Milan,Liverpool,5,3,43,36,14,10,5,7,5,12,Home Team,2016
2015-07-19,Premier League,Chelsea,Man City,5,5,44,55,16,23,10,4,9,12,Home Team,2024
2017-01-10,La Liga,Chelsea,Paris Saint-Germain,0,3,56,38,6,8,4,10,12,8,Away Team,2023
2016-01-03,Premier League,Arsenal,Borussia Dortmund,2,2,61,48,14,6,9,5,7,15,Draw,2025
2022-06-21,UEFA Champions League,Real Madrid,Barcelona,0,3,48,58,18,21,10,5,7,9,Home Team,2025
2023-01-28,La Liga,Juventus,Man City,5,3,45,30,17,24,9,2,6,10,Away Team,2017
2023-12-26,Premier League,Juventus,Chelsea,5,4,42,49,19,24,10,3,10,8,Home Team,2015
2024-06-15,Premier League,Arsenal,Chelsea,1,3,55,50,11,13,3,4,13,6,Away Team,2020
2018-07-31,UEFA Champions League,Manchester City,Chelsea,0,4,40,56,23,20,10,10,13,14,Draw,2018
2023-10-04,La Liga,PSG,Liverpool,3,2,61,59,6,13,8,5,12,15,Draw,2021
2021-10-23,Bundesliga,Bayern Munich,Chelsea,1,3,40,44,18,21,8,6,5,5,Draw,2016
2019-09-22,Premier League,Juventus,Liverpool,5,2,54,60,19,21,6,8,15,7,Home Team,2024
2015-03-23,Bundesliga,AC Milan,Juventus,0,0,67,47,15,20,5,2,10,7,Draw,2024
2017-09-30,UEFA Champions League,AC Milan,Borussia Dortmund,3,2,56,47,20,24,7,9,8,13,Draw,2025
2024-05-15,UEFA Champions League,Barcelona,Paris Saint-Germain,5,3,69,39,13,8,3,4,10,10,Away Team,2019
2016-07-08,Serie A,AC Milan,Paris Saint-Germain,3,3,52,47,12,21,8,8,6,8,Home Team,2020
2018-05-06,La Liga,Liverpool,Arsenal,0,2,42,44,22,15,9,7,5,15,Home Team,2025
2017-06-14,Premier League,Liverpool,Barcelona,0,4,54,31,13,16,3,7,15,5,Draw,2025
2017-03-21,Premier League,Real Madrid,Barcelona,3,0,53,47,9,10,5,6,11,14,Draw,2018
2015-11-18,La Liga,Juventus,Chelsea,2,4,54,51,20,12,2,4,15,11,Draw,2018
2015-03-25,Premier League,Barcelona,Borussia Dortmund,5,1,67,32,6,15,2,2,12,9,Away Team,2022
2024-08-20,Bundesliga,Arsenal,Bayern Munich,5,2,51,35,15,17,8,5,12,11,Draw,2021
2018-04-11,Bundesliga,Real Madrid,Barcelona,4,3,44,33,10,16,2,6,13,6,Away Team,2016
2018-11-04,Serie A,Chelsea,Barcelona,5,4,43,45,7,25,7,6,10,7,Draw,2016
2016-09-16,Bundesliga,PSG,Borussia Dortmund,1,4,56,53,17,12,6,8,9,12,Home Team,2018
2021-04-16,Bundesliga,Bayern Munich,Man City,4,0,45,31,18,22,10,10,8,8,Draw,2019
2021-09-12,Serie A,Juventus,Barcelona,1,1,59,55,12,13,8,10,8,9,Home Team,2020
2016-08-02,La Liga,Manchester City,Barcelona,3,0,55,37,17,23,4,6,11,10,Home Team,2019
2017-09-26,Serie A,Arsenal,Juventus,4,4,47,40,9,24,10,3,9,7,Home Team,2025
2021-12-12,Bundesliga,AC Milan,AC Milan,4,4,54,37,23,20,7,9,14,7,Home Team,2022
2021-08-29,La Liga,Chelsea,Borussia Dortmund,2,0,58,32,9,14,7,9,6,14,Draw,2023
2018-03-19,Premier League,Chelsea,Liverpool,5,1,59,43,9,13,8,8,8,15,Draw,2024
2019-09-19,La Liga,PSG,Barcelona,2,1,47,39,10,12,7,6,8,13,Away Team,2015
2023-10-01,UEFA Champions League,Liverpool,Juventus,2,0,66,57,23,6,7,2,5,14,Draw,2024
2020-10-10,UEFA Champions League,Bayern Munich,Chelsea,5,5,67,33,7,23,3,7,10,12,Draw,2018
2015-05-19,Serie A,AC Milan,Juventus,3,2,58,36,24,5,6,10,6,11,Away Team,2015
2020-12-20,Serie A,Juventus,Paris Saint-Germain,2,3,67,40,22,20,4,4,8,7,Home Team,2016
2015-05-08,Premier League,Chelsea,Man City,2,2,62,48,5,9,4,10,9,11,Away Team,2023
2022-10-30,UEFA Champions League,Juventus,Liverpool,5,0,57,39,24,22,9,5,6,12,Draw,2025
2019-02-07,Serie A,Chelsea,AC Milan,1,1,59,40,14,23,3,6,8,14,Away Team,2022
2019-05-16,Bundesliga,Barcelona,AC Milan,4,4,69,55,17,21,4,8,8,6,Away Team,2015
2018-03-10,La Liga,Real Madrid,Liverpool,1,5,61,44,6,17,4,8,10,7,Away Team,2019
2018-09-24,Serie A,PSG,Barcelona,5,5,46,37,14,9,2,3,8,11,Draw,2020
2020-04-08,La Liga,AC Milan,Borussia Dortmund,5,4,58,32,20,8,6,2,13,12,Draw,2023
2020-04-13,UEFA Champions League,Chelsea,Liverpool,0,3,60,55,6,17,2,7,10,13,Away Team,2021
2023-06-06,UEFA Champions League,Arsenal,Arsenal,3,1,61,60,18,7,6,9,15,8,Home Team,2025
2024-08-25,UEFA Champions League,Manchester City,Paris Saint-Germain,1,1,42,60,14,15,7,5,14,14,Draw,2024
2017-08-29,Premier League,Manchester City,AC Milan,0,0,64,36,6,10,6,7,15,10,Home Team,2023
2020-06-02,Bundesliga,Real Madrid,Paris Saint-Germain,5,0,60,48,18,23,4,8,15,15,Away Team,2019
2020-08-02,UEFA Champions League,PSG,Bayern Munich,3,4,43,51,12,24,2,6,12,6,Home Team,2022
2025-06-24,UEFA Champions League,Chelsea,Liverpool,2,4,64,42,21,19,8,9,14,6,Draw,2021
2023-05-24,La Liga,PSG,Bayern Munich,4,3,40,44,14,19,7,9,5,12,Away Team,2019
2024-11-14,Premier League,PSG,Man City,4,2,60,58,19,25,7,8,7,7,Away Team,2025
2022-10-05,La Liga,Manchester City,AC Milan,3,2,42,59,23,14,6,4,5,14,Home Team,2017
2018-12-18,UEFA Champions League,PSG,Bayern Munich,0,4,60,59,7,7,8,8,13,9,Draw,2021
2023-05-30,La Liga,PSG,Chelsea,1,2,54,30,7,19,8,4,8,5,Draw,2018
2017-08-08,Serie A,PSG,Man City,4,2,42,30,16,11,10,6,7,12,Draw,2019
2017-03-21,La Liga,AC Milan,Man City,1,5,40,46,13,18,5,9,15,6,Draw,2024
2016-10-29,Premier League,Juventus,Paris Saint-Germain,2,0,40,47,17,16,6,2,14,10,Away Team,2015
2018-12-14,Premier League,Manchester City,Juventus,2,2,51,31,10,16,10,4,5,15,Home Team,2021
2015-11-22,Serie A,Arsenal,Borussia Dortmund,2,4,54,50,12,19,4,8,5,13,Draw,2017
2019-01-06,UEFA Champions League,Arsenal,AC Milan,4,4,68,49,23,22,2,4,7,13,Draw,2016
2025-10-31,UEFA Champions League,AC Milan,AC Milan,5,2,57,54,16,21,6,2,12,10,Away Team,2019
2018-02-23,Bundesliga,Bayern Munich,Man City,2,1,52,38,20,14,2,7,5,6,Home Team,2019
2018-08-17,La Liga,Barcelona,AC Milan,0,3,59,50,21,16,2,10,14,7,Home Team,2024
2019-06-17,Premier League,PSG,Arsenal,4,0,47,52,10,19,5,2,12,10,Away Team,2017
2017-08-06,Premier League,Liverpool,Liverpool,2,4,40,47,20,13,5,3,8,6,Home Team,2020
2024-11-05,La Liga,AC Milan,AC Milan,2,2,56,59,5,21,6,8,12,8,Away Team,2021
2021-06-07,UEFA Champions League,Barcelona,Barcelona,3,0,56,34,22,6,6,2,7,12,Away Team,2025
2017-05-14,Bundesliga,Bayern Munich,Chelsea,1,1,54,54,12,19,6,10,7,8,Away Team,2025
2023-01-11,Bundesliga,Juventus,Juventus,2,1,45,53,9,22,4,3,13,10,Away Team,2017
2019-04-07,UEFA Champions League,Chelsea,Borussia Dortmund,4,3,51,55,15,19,10,9,9,11,Draw,2021
2016-07-16,Premier League,AC Milan,Arsenal,0,0,57,47,23,16,9,8,7,8,Home Team,2018
2019-12-23,La Liga,Barcelona,Liverpool,5,5,52,47,19,10,5,3,7,15,Home Team,2025
2019-05-02,La Liga,AC Milan,Arsenal,3,2,50,38,11,14,6,7,11,10,Away Team,2021
2020-07-22,Serie A,Liverpool,Liverpool,4,0,68,53,14,8,7,9,11,11,Away Team,2023
2025-03-03,Serie A,AC Milan,Barcelona,0,0,56,37,12,25,9,7,13,8,Home Team,2021
2020-10-17,Premier League,Arsenal,Chelsea,4,3,58,56,15,20,2,9,12,15,Away Team,2021
2016-01-04,Bundesliga,Chelsea,Chelsea,1,2,41,59,6,12,6,7,6,8,Home Team,2016
2018-08-08,La Liga,PSG,Chelsea,2,3,55,51,16,5,9,9,10,9,Away Team,2019
2016-11-14,Bundesliga,Arsenal,Arsenal,0,0,44,50,17,15,3,3,6,11,Home Team,2024
2018-08-07,Bundesliga,Arsenal,AC Milan,2,0,42,60,9,6,4,4,13,14,Draw,2015
2021-07-25,UEFA Champions League,Barcelona,Borussia Dortmund,5,1,66,30,5,24,9,10,8,12,Home Team,2015
2019-12-11,La Liga,AC Milan,Borussia Dortmund,2,1,58,42,20,11,2,7,14,13,Home Team,2021
2017-09-03,Bundesliga,Liverpool,Paris Saint-Germain,2,5,41,30,18,25,10,3,13,15,Away Team,2024
2025-08-16,Premier League,Manchester City,Arsenal,1,5,69,43,18,17,9,2,6,10,Away Team,2023
2022-10-02,Serie A,Real Madrid,Paris Saint-Germain,0,3,66,53,24,24,10,6,12,12,Draw,2017
2020-05-17,Serie A,Manchester City,Barcelona,1,2,41,37,12,9,2,5,11,9,Draw,2015
2021-11-14,UEFA Champions League,PSG,Barcelona,4,3,64,41,24,8,10,8,5,13,Draw,2019
2017-12-25,La Liga,Juventus,AC Milan,1,0,68,38,14,10,7,9,5,14,Away Team,2015
2022-12-10,La Liga,Liverpool,AC Milan,0,3,57,33,10,19,4,6,9,5,Away Team,2021
2020-02-03,Bundesliga,Juventus,Paris Saint-Germain,4,4,46,55,21,16,7,8,5,15,Home Team,2018
2025-09-06,Premier League,Barcelona,Juventus,3,4,52,53,19,6,2,4,13,11,Home Team,2024
2023-08-21,Premier League,Chelsea,Man City,3,4,53,34,24,20,8,4,7,9,Draw,2020
2019-09-28,UEFA Champions League,Manchester City,Arsenal,0,2,66,42,20,9,4,3,5,13,Home Team,2022
2015-08-13,Serie A,Arsenal,Arsenal,5,3,45,31,20,13,10,3,12,15,Draw,2021
2023-08-16,La Liga,Manchester City,Borussia Dortmund,5,3,65,32,9,25,4,8,7,13,Away Team,2025
2016-11-17,UEFA Champions League,Real Madrid,Bayern Munich,5,4,63,55,11,15,7,3,7,5,Draw,2016
2019-06-01,Premier League,PSG,Arsenal,0,4,46,60,7,23,7,8,11,10,Home Team,2020
2023-09-30,La Liga,Real Madrid,Juventus,1,5,44,40,7,16,5,2,7,14,Draw,2025
2023-07-13,Premier League,Juventus,Juventus,5,4,55,52,18,11,5,6,10,12,Draw,2023
2017-01-20,Serie A,AC Milan,Chelsea,3,2,60,49,17,8,4,4,6,12,Home Team,2019
2015-12-05,Premier League,Arsenal,Barcelona,2,2,50,57,14,13,2,3,13,9,Home Team,2016
2025-02-14,Serie A,Real Madrid,Chelsea,1,4,65,57,11,23,9,2,8,10,Draw,2018
2021-03-15,Serie A,Barcelona,AC Milan,3,4,47,42,6,6,2,8,15,15,Home Team,2018
2015-12-06,UEFA Champions League,Bayern Munich,Paris Saint-Germain,1,4,61,48,18,25,10,8,6,7,Draw,2022
2015-04-11,Premier League,Juventus,Man City,5,5,69,39,15,24,6,7,9,5,Home Team,2016
2025-06-20,Premier League,PSG,AC Milan,0,4,62,45,8,11,10,5,15,11,Away Team,2015
2021-03-03,Bundesliga,Bayern Munich,AC Milan,1,0,69,50,17,16,8,10,13,11,Away Team,2019
2024-08-24,Serie A,Arsenal,Arsenal,1,3,66,43,8,19,7,2,12,14,Away Team,2025
2022-03-17,Premier League,AC Milan,Paris Saint-Germain,2,0,56,51,5,19,4,8,8,14,Draw,2023
2018-08-24,Serie A,Barcelona,Man City,1,3,53,52,21,11,2,8,5,14,Away Team,2019
2018-10-17,La Liga,Juventus,Paris Saint-Germain,2,0,65,53,16,24,8,9,11,11,Away Team,2018
2021-07-28,Serie A,PSG,Paris Saint-Germain,1,3,46,43,16,15,4,5,12,6,Away Team,2018
2021-11-20,Serie A,Juventus,Chelsea,1,3,46,52,17,21,6,4,9,7,Away Team,2022
2022-08-31,UEFA Champions League,Chelsea,Man City,0,4,66,44,9,21,3,4,13,12,Home Team,2018
2020-12-16,UEFA Champions League,Manchester City,Juventus,0,3,60,36,25,14,5,8,8,14,Away Team,2025
2015-05-28,Serie A,Juventus,Liverpool,4,2,53,30,5,13,10,6,8,13,Home Team,2020
2020-07-24,Serie A,AC Milan,AC Milan,1,0,61,30,21,21,5,7,15,8,Home Team,2019
2023-02-24,Bundesliga,Real Madrid,Barcelona,1,1,54,56,19,25,9,4,7,10,Draw,2021
2025-04-30,Premier League,Bayern Munich,Arsenal,5,1,43,47,13,10,7,2,13,10,Away Team,2017
2020-08-11,La Liga,Bayern Munich,Barcelona,1,1,59,46,24,14,7,10,8,11,Home Team,2023
2015-04-07,Bundesliga,Real Madrid,Bayern Munich,1,0,48,47,18,22,7,8,10,10,Draw,2015
2022-04-30,UEFA Champions League,Liverpool,Arsenal,1,4,53,45,15,13,8,5,11,11,Draw,2021
2025-07-17,La Liga,Barcelona,AC Milan,0,4,44,50,14,25,5,2,12,10,Draw,2016
2016-01-21,La Liga,AC Milan,Paris Saint-Germain,0,0,46,33,5,24,6,4,7,15,Home Team,2023
2017-09-26,Premier League,Arsenal,Barcelona,2,4,50,51,24,16,2,10,13,11,Home Team,2024
2021-12-11,Premier League,Liverpool,Paris Saint-Germain,5,2,55,44,19,13,4,4,12,9,Away Team,2018
2022-10-25,UEFA Champions League,Manchester City,Juventus,1,0,43,44,24,22,9,9,8,9,Home Team,2022
2015-04-11,La Liga,PSG,Man City,2,2,40,59,9,25,3,3,8,15,Away Team,2016
2023-01-25,La Liga,Bayern Munich,Chelsea,0,0,40,46,11,9,2,8,10,10,Away Team,2024
2025-04-17,Premier League,Liverpool,Man City,1,4,56,59,17,25,6,10,11,12,Draw,2017
2020-08-23,Premier League,Real Madrid,Barcelona,1,2,40,59,14,15,6,8,7,5,Draw,2022
2023-12-02,UEFA Champions League,Manchester City,Bayern Munich,3,5,69,45,19,10,6,6,8,7,Away Team,2022
2016-10-30,Premier League,Arsenal,Bayern Munich,2,1,48,51,15,18,8,2,8,8,Away Team,2019
2021-01-29,Serie A,Manchester City,Borussia Dortmund,2,2,53,54,13,5,2,4,12,8,Away Team,2016
2024-07-30,Serie A,Chelsea,Borussia Dortmund,0,3,60,46,22,5,5,5,11,11,Draw,2021
2015-03-27,Premier League,Chelsea,Chelsea,1,3,43,55,13,15,6,6,7,5,Home Team,2018
2024-01-23,Premier League,Barcelona,Chelsea,1,1,67,32,12,23,7,5,8,8,Away Team,2019
2018-08-23,Bundesliga,PSG,AC Milan,3,3,62,47,13,18,8,10,10,8,Home Team,2015
2025-11-09,La Liga,Barcelona,Arsenal,0,5,58,48,23,14,10,10,11,13,Draw,2016
2018-11-18,UEFA Champions League,PSG,Paris Saint-Germain,1,5,45,41,15,7,8,3,14,5,Draw,2023
2021-04-25,Bundesliga,Juventus,Barcelona,3,3,58,51,6,9,8,7,10,9,Away Team,2015
2020-08-07,La Liga,Juventus,Juventus,2,2,52,54,21,25,2,8,5,13,Draw,2021
2016-11-13,UEFA Champions League,AC Milan,Liverpool,4,3,61,43,14,13,8,7,13,10,Home Team,2022
2020-08-05,La Liga,PSG,Liverpool,1,4,54,42,14,20,4,10,5,10,Away Team,2018
2015-03-03,UEFA Champions League,AC Milan,Barcelona,0,5,42,53,13,21,2,7,12,6,Home Team,2021
2015-12-30,UEFA Champions League,Manchester City,Liverpool,2,2,54,40,22,9,5,4,6,15,Away Team,2021
2024-12-13,UEFA Champions League,AC Milan,Paris Saint-Germain,2,2,56,60,18,21,4,10,10,13,Home Team,2021
2025-11-21,Bundesliga,Chelsea,Bayern Munich,3,3,57,38,8,17,10,7,15,6,Home Team,2016
2017-03-06,Serie A,Bayern Munich,AC Milan,2,5,60,59,6,10,4,8,8,14,Home Team,2016
2021-06-15,Serie A,PSG,Paris Saint-Germain,3,2,60,55,18,12,7,8,9,12,Draw,2024
2021-02-24,UEFA Champions League,Liverpool,Borussia Dortmund,4,0,62,43,22,12,5,6,9,13,Away Team,2016
2018-01-31,La Liga,AC Milan,Liverpool,0,4,64,30,6,25,10,5,11,5,Home Team,2017
2023-04-24,UEFA Champions League,Real Madrid,Arsenal,2,2,65,41,9,10,10,9,12,10,Home Team,2022
2024-02-17,La Liga,Barcelona,AC Milan,5,5,59,56,6,7,7,10,9,14,Draw,2025
2024-04-14,La Liga,Barcelona,Barcelona,3,2,60,38,5,13,5,3,9,5,Home Team,2017
2020-03-07,Serie A,Manchester City,Barcelona,0,2,70,31,5,18,8,4,7,9,Draw,2021
2020-11-24,Premier League,Arsenal,Juventus,3,4,45,51,21,8,4,5,7,8,Draw,2023
2018-01-25,Premier League,PSG,Arsenal,4,1,52,39,12,13,5,7,14,6,Draw,2023
2017-12-20,Serie A,Liverpool,Paris Saint-Germain,4,3,53,34,22,9,4,9,15,8,Away Team,2024
2024-04-15,UEFA Champions League,PSG,AC Milan,1,5,60,58,19,21,7,7,14,15,Away Team,2023
2023-06-24,Serie A,Liverpool,Paris Saint-Germain,5,2,53,46,19,24,9,10,14,7,Home Team,2016
2015-02-15,Premier League,Liverpool,Arsenal,4,4,49,51,19,17,8,6,13,14,Away Team,2025
2022-04-18,La Liga,Juventus,Borussia Dortmund,4,4,44,30,14,21,4,3,10,5,Away Team,2023
2022-03-25,Bundesliga,Bayern Munich,Bayern Munich,1,4,46,56,11,13,3,3,12,10,Away Team,2018
2025-10-17,Bundesliga,Juventus,Barcelona,2,2,50,42,18,14,2,2,10,12,Home Team,2025
